,confidence,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
16789,10,34,1,3,23,1,9,15,6,29,10.0
16790,6,34,1,3,23,1,9,15,3,23,11.0
16791,5,34,1,3,23,1,9,15,3,23,12.0
16792,8,34,1,3,23,1,9,15,3,20,13.0
16793,7,34,1,3,23,1,9,15,6,26,14.0
16872,10,34,3,6,28,0,18,5,18,40,0.0
16873,10,34,3,6,28,0,18,5,6,40,1.0
16874,10,34,3,6,28,0,18,5,6,40,2.0
16875,10,34,3,6,28,0,18,5,6,34,3.0
16876,10,34,3,6,28,0,18,5,6,28,4.0
16903,6,34,4,6,18,0,12,15,6,30,0.0
16904,9,34,4,6,18,0,12,15,12,30,1.0
16905,10,34,4,6,18,0,12,15,18,30,2.0
16906,10,34,4,6,18,0,12,15,18,30,3.0
16907,10,34,4,6,18,0,12,15,6,30,4.0
16908,10,34,4,6,18,0,12,15,6,24,5.0
16910,4,34,4,6,18,0,12,15,6,18,7.0
16911,10,34,4,6,18,0,12,15,18,30,8.0
16912,10,34,4,6,18,0,12,15,12,30,9.0
16913,9,34,4,6,18,0,12,15,18,30,10.0
16914,6,34,4,6,18,0,12,15,6,24,11.0
16915,10,34,4,6,18,0,12,15,12,30,12.0
16916,10,34,4,6,18,0,12,15,18,30,13.0
16917,5,34,4,6,18,0,12,15,6,18,14.0
16961,0,34,5,3,23,1,18,10,3,26,0.0
16962,4,34,5,3,23,1,18,10,3,26,1.0
16963,3,34,5,3,23,1,18,10,6,29,2.0
16964,1,34,5,3,23,1,18,10,3,23,3.0
16965,4,34,5,3,23,1,18,10,3,26,4.0
16966,3,34,5,3,23,1,18,10,3,26,5.0
16967,5,34,5,3,23,1,18,10,6,26,6.0
16968,4,34,5,3,23,1,18,10,3,26,7.0
16969,5,34,5,3,23,1,18,10,6,26,8.0
16970,3,34,5,3,23,1,18,10,3,23,9.0
17010,0,34,6,3,23,0,15,15,9,20,0.0
17011,0,34,6,3,23,0,15,15,6,23,1.0
17012,0,34,6,3,23,0,15,15,3,23,2.0
17013,0,34,6,3,23,0,15,15,3,20,3.0
17014,0,34,6,3,23,0,15,15,9,20,4.0
17015,0,34,6,3,23,0,15,15,6,20,5.0
17016,0,34,6,3,23,0,15,15,6,26,6.0
17017,0,34,6,3,23,0,15,15,9,20,7.0
17018,0,34,6,3,23,0,15,15,6,26,8.0
17019,0,34,6,3,23,0,15,15,6,23,9.0
17020,0,34,6,3,23,0,15,15,3,20,10.0
17021,0,34,6,3,23,0,15,15,3,23,11.0
17022,0,34,6,3,23,0,15,15,3,20,12.0
17023,0,34,6,3,23,0,15,15,3,29,13.0
17024,0,34,6,3,23,0,15,15,3,29,14.0
17062,0,34,7,6,18,1,15,5,6,24,0.0
17063,0,34,7,6,18,1,15,5,18,30,1.0
17064,5,34,7,6,18,1,15,5,6,30,2.0
17066,0,34,7,6,18,1,15,5,6,12,4.0
17103,10,34,8,3,28,1,9,5,3,34,0.0
17104,10,34,8,3,28,1,9,5,6,25,1.0
17105,10,34,8,3,28,1,9,5,3,28,2.0
17106,10,34,8,3,28,1,9,5,3,28,3.0
17107,10,34,8,3,28,1,9,5,9,34,4.0
17153,10,34,9,6,18,0,12,10,6,18,0.0
17154,10,34,9,6,18,0,12,10,12,30,1.0
17155,10,34,9,6,18,0,12,10,12,30,2.0
17156,5,34,9,6,18,0,12,10,6,24,3.0
17157,10,34,9,6,18,0,12,10,18,30,4.0
17159,10,34,9,6,18,0,12,10,6,30,6.0
17160,5,34,9,6,18,0,12,10,6,18,7.0
17161,5,34,9,6,18,0,12,10,6,18,8.0
17162,5,34,9,6,18,0,12,10,18,30,9.0
17232,7,35,0,3,28,1,12,15,3,31,0.0
17233,7,35,0,3,28,1,12,15,6,34,1.0
17234,10,35,0,3,28,1,12,15,6,31,2.0
17235,10,35,0,3,28,1,12,15,6,31,3.0
17236,5,35,0,3,28,1,12,15,3,28,4.0
17238,10,35,0,3,28,1,12,15,3,31,6.0
17240,10,35,0,3,28,1,12,15,3,31,8.0
17241,7,35,0,3,28,1,12,15,6,34,9.0
17242,5,35,0,3,28,1,12,15,3,28,10.0
17243,8,35,0,3,28,1,12,15,6,31,11.0
17244,10,35,0,3,28,1,12,15,3,31,12.0
17245,5,35,0,3,28,1,12,15,6,34,13.0
17246,7,35,0,3,28,1,12,15,3,31,14.0
17318,10,35,2,3,18,0,9,10,3,21,0.0
17319,10,35,2,3,18,0,9,10,3,21,1.0
17320,10,35,2,3,18,0,9,10,3,21,2.0
17321,5,35,2,3,18,0,9,10,3,15,3.0
17322,3,35,2,3,18,0,9,10,9,24,4.0
17323,5,35,2,3,18,0,9,10,9,24,5.0
17324,10,35,2,3,18,0,9,10,3,21,6.0
17325,7,35,2,3,18,0,9,10,3,15,7.0
17326,3,35,2,3,18,0,9,10,9,24,8.0
17327,3,35,2,3,18,0,9,10,9,24,9.0
17371,10,35,3,6,28,1,15,5,6,28,0.0
17372,7,35,3,6,28,1,15,5,12,40,1.0
17374,10,35,3,6,28,1,15,5,12,34,3.0
17375,10,35,3,6,28,1,15,5,6,28,4.0
17405,10,35,4,6,23,0,12,15,18,35,0.0
17406,10,35,4,6,23,0,12,15,18,35,1.0
17407,7,35,4,6,23,0,12,15,6,29,2.0
17408,3,35,4,6,23,0,12,15,6,29,3.0
17409,10,35,4,6,23,0,12,15,6,35,4.0
17410,10,35,4,6,23,0,12,15,18,35,5.0
17411,10,35,4,6,23,0,12,15,6,35,6.0
17413,10,35,4,6,23,0,12,15,6,35,8.0
17414,10,35,4,6,23,0,12,15,6,35,9.0
17415,9,35,4,6,23,0,12,15,12,29,10.0
17416,10,35,4,6,23,0,12,15,6,29,11.0
17417,10,35,4,6,23,0,12,15,12,35,12.0
17418,10,35,4,6,23,0,12,15,12,29,13.0
17419,2,35,4,6,23,0,12,15,6,29,14.0
17457,10,35,5,3,18,1,12,5,6,21,0.0
17458,0,35,5,3,18,1,12,5,3,21,1.0
17459,10,35,5,3,18,1,12,5,9,24,2.0
17460,3,35,5,3,18,1,12,5,6,21,3.0
17461,10,35,5,3,18,1,12,5,9,24,4.0
17501,10,35,6,6,28,0,9,15,12,34,0.0
17502,7,35,6,6,28,0,9,15,6,34,1.0
17503,7,35,6,6,28,0,9,15,6,34,2.0
17505,6,35,6,6,28,0,9,15,6,34,4.0
17506,5,35,6,6,28,0,9,15,6,40,5.0
17507,10,35,6,6,28,0,9,15,12,40,6.0
17508,10,35,6,6,28,0,9,15,12,34,7.0
17509,10,35,6,6,28,0,9,15,12,40,8.0
17510,10,35,6,6,28,0,9,15,18,40,9.0
17511,5,35,6,6,28,0,9,15,6,40,10.0
17512,10,35,6,6,28,0,9,15,12,40,11.0
17513,5,35,6,6,28,0,9,15,6,40,12.0
17515,10,35,6,6,28,0,9,15,12,34,14.0
17564,10,35,7,3,23,1,15,10,6,29,0.0
17565,10,35,7,3,23,1,15,10,6,29,1.0
17566,7,35,7,3,23,1,15,10,3,23,2.0
17567,10,35,7,3,23,1,15,10,3,29,3.0
17568,10,35,7,3,23,1,15,10,9,29,4.0
17569,10,35,7,3,23,1,15,10,3,23,5.0
17570,5,35,7,3,23,1,15,10,6,26,6.0
17571,10,35,7,3,23,1,15,10,6,29,7.0
17572,3,35,7,3,23,1,15,10,3,26,8.0
17573,10,35,7,3,23,1,15,10,3,29,9.0
17611,7,35,8,3,18,1,15,5,3,18,0.0
17612,8,35,8,3,18,1,15,5,6,21,1.0
17613,10,35,8,3,18,1,15,5,3,21,2.0
17614,10,35,8,3,18,1,15,5,6,18,3.0
17615,10,35,8,3,18,1,15,5,9,15,4.0
17647,3,35,9,6,28,0,9,10,6,28,0.0
17648,10,35,9,6,28,0,9,10,6,40,1.0
17649,5,35,9,6,28,0,9,10,6,28,2.0
17650,8,35,9,6,28,0,9,10,12,34,3.0
17651,10,35,9,6,28,0,9,10,18,40,4.0
17652,10,35,9,6,28,0,9,10,12,40,5.0
17653,2,35,9,6,28,0,9,10,12,34,6.0
17654,10,35,9,6,28,0,9,10,12,40,7.0
17655,2,35,9,6,28,0,9,10,6,28,8.0
17656,10,35,9,6,28,0,9,10,18,40,9.0
17729,0,36,0,3,18,1,12,15,6,21,0.0
17730,0,36,0,3,18,1,12,15,6,15,1.0
17731,0,36,0,3,18,1,12,15,6,15,2.0
17732,0,36,0,3,18,1,12,15,3,18,3.0
17733,0,36,0,3,18,1,12,15,3,21,4.0
17734,0,36,0,3,18,1,12,15,9,24,5.0
17735,0,36,0,3,18,1,12,15,6,21,6.0
17736,0,36,0,3,18,1,12,15,9,24,7.0
17737,0,36,0,3,18,1,12,15,3,21,8.0
17738,5,36,0,3,18,1,12,15,3,24,9.0
17739,3,36,0,3,18,1,12,15,9,24,10.0
17740,8,36,0,3,18,1,12,15,6,24,11.0
17741,10,36,0,3,18,1,12,15,3,24,12.0
17742,7,36,0,3,18,1,12,15,6,18,13.0
17743,6,36,0,3,18,1,12,15,6,18,14.0
17784,5,36,1,6,23,0,15,15,6,29,0.0
17785,6,36,1,6,23,0,15,15,12,29,1.0
17786,7,36,1,6,23,0,15,15,6,29,2.0
17788,5,36,1,6,23,0,15,15,6,23,4.0
17789,2,36,1,6,23,0,15,15,6,23,5.0
17790,1,36,1,6,23,0,15,15,6,17,6.0
17791,6,36,1,6,23,0,15,15,12,23,7.0
17792,10,36,1,6,23,0,15,15,6,29,8.0
17793,5,36,1,6,23,0,15,15,18,35,9.0
17794,10,36,1,6,23,0,15,15,12,29,10.0
17795,10,36,1,6,23,0,15,15,12,29,11.0
17796,4,36,1,6,23,0,15,15,18,35,12.0
17797,5,36,1,6,23,0,15,15,12,23,13.0
17798,6,36,1,6,23,0,15,15,12,29,14.0
17839,3,36,2,3,28,0,18,10,3,25,0.0
17840,7,36,2,3,28,0,18,10,6,34,1.0
17841,10,36,2,3,28,0,18,10,6,25,2.0
17842,6,36,2,3,28,0,18,10,3,31,3.0
17843,1,36,2,3,28,0,18,10,9,25,4.0
17844,1,36,2,3,28,0,18,10,6,28,5.0
17845,6,36,2,3,28,0,18,10,3,31,6.0
17846,8,36,2,3,28,0,18,10,3,31,7.0
17848,1,36,2,3,28,0,18,10,6,34,9.0
17886,2,36,3,6,23,1,18,5,6,35,0.0
17887,0,36,3,6,23,1,18,5,18,35,1.0
17888,1,36,3,6,23,1,18,5,12,29,2.0
17889,2,36,3,6,23,1,18,5,6,23,3.0
17890,6,36,3,6,23,1,18,5,6,23,4.0
17956,0,36,5,3,18,1,9,5,3,18,0.0
17957,0,36,5,3,18,1,9,5,6,15,1.0
17958,0,36,5,3,18,1,9,5,3,15,2.0
17959,0,36,5,3,18,1,9,5,3,18,3.0
17960,0,36,5,3,18,1,9,5,6,18,4.0
18004,0,36,6,6,28,0,15,10,12,34,0.0
18005,1,36,6,6,28,0,15,10,18,40,1.0
18006,0,36,6,6,28,0,15,10,18,40,2.0
18008,2,36,6,6,28,0,15,10,18,40,4.0
18009,4,36,6,6,28,0,15,10,6,40,5.0
18010,10,36,6,6,28,0,15,10,6,34,6.0
18011,5,36,6,6,28,0,15,10,6,28,7.0
18012,4,36,6,6,28,0,15,10,12,28,8.0
18013,10,36,6,6,28,0,15,10,6,40,9.0
18048,0,36,7,3,18,1,12,15,6,18,0.0
18049,0,36,7,3,18,1,12,15,6,15,1.0
18050,0,36,7,3,18,1,12,15,6,21,2.0
18051,0,36,7,3,18,1,12,15,9,15,3.0
18052,0,36,7,3,18,1,12,15,3,18,4.0
18053,0,36,7,3,18,1,12,15,9,15,5.0
18054,1,36,7,3,18,1,12,15,3,18,6.0
18055,3,36,7,3,18,1,12,15,6,24,7.0
18056,0,36,7,3,18,1,12,15,3,18,8.0
18057,0,36,7,3,18,1,12,15,9,15,9.0
18058,0,36,7,3,18,1,12,15,3,18,10.0
18059,3,36,7,3,18,1,12,15,6,24,11.0
18060,2,36,7,3,18,1,12,15,6,21,12.0
18062,0,36,7,3,18,1,12,15,3,15,14.0
18092,0,36,8,3,23,1,9,5,6,29,0.0
18093,1,36,8,3,23,1,9,5,3,23,1.0
18094,0,36,8,3,23,1,9,5,3,20,2.0
18095,0,36,8,3,23,1,9,5,9,20,3.0
18143,1,36,9,6,28,0,18,10,12,34,0.0
18144,2,36,9,6,28,0,18,10,12,34,1.0
18145,1,36,9,6,28,0,18,10,18,22,2.0
18146,1,36,9,6,28,0,18,10,6,22,3.0
18147,0,36,9,6,28,0,18,10,18,22,4.0
18148,0,36,9,6,28,0,18,10,12,28,5.0
18149,0,36,9,6,28,0,18,10,6,28,6.0
18150,0,36,9,6,28,0,18,10,18,40,7.0
18151,0,36,9,6,28,0,18,10,6,28,8.0
18152,0,36,9,6,28,0,18,10,6,34,9.0
18213,3,37,0,6,18,1,9,10,6,24,0.0
18214,8,37,0,6,18,1,9,10,12,30,1.0
18216,6,37,0,6,18,1,9,10,18,30,3.0
18217,3,37,0,6,18,1,9,10,6,12,4.0
18218,3,37,0,6,18,1,9,10,6,24,5.0
18220,6,37,0,6,18,1,9,10,6,12,7.0
18221,6,37,0,6,18,1,9,10,6,24,8.0
18222,8,37,0,6,18,1,9,10,6,30,9.0
18303,10,37,2,6,23,0,15,15,18,35,0.0
18304,10,37,2,6,23,0,15,15,12,35,1.0
18305,10,37,2,6,23,0,15,15,12,29,2.0
18306,10,37,2,6,23,0,15,15,18,35,3.0
18307,6,37,2,6,23,0,15,15,6,29,4.0
18308,10,37,2,6,23,0,15,15,6,35,5.0
18309,10,37,2,6,23,0,15,15,6,23,6.0
18310,5,37,2,6,23,0,15,15,6,23,7.0
18311,10,37,2,6,23,0,15,15,12,35,8.0
18312,10,37,2,6,23,0,15,15,18,35,9.0
18313,10,37,2,6,23,0,15,15,12,29,10.0
18314,6,37,2,6,23,0,15,15,12,35,11.0
18315,10,37,2,6,23,0,15,15,6,23,12.0
18316,10,37,2,6,23,0,15,15,12,29,13.0
18317,10,37,2,6,23,0,15,15,12,29,14.0
18344,6,37,3,3,28,1,9,10,6,31,0.0
18345,10,37,3,3,28,1,9,10,3,28,1.0
18346,10,37,3,3,28,1,9,10,9,34,2.0
18347,10,37,3,3,28,1,9,10,3,31,3.0
18348,10,37,3,3,28,1,9,10,3,34,4.0
18349,0,37,3,3,28,1,9,10,6,31,5.0
18350,6,37,3,3,28,1,9,10,9,34,6.0
18351,10,37,3,3,28,1,9,10,3,28,7.0
18352,10,37,3,3,28,1,9,10,6,31,8.0
18353,0,37,3,3,28,1,9,10,6,25,9.0
18395,6,37,4,6,18,0,18,5,12,30,0.0
18396,6,37,4,6,18,0,18,5,6,30,1.0
18397,6,37,4,6,18,0,18,5,12,24,2.0
18398,10,37,4,6,18,0,18,5,6,24,3.0
18399,10,37,4,6,18,0,18,5,12,24,4.0
18439,10,37,5,3,23,1,15,15,3,20,0.0
18440,10,37,5,3,23,1,15,15,3,26,1.0
18441,6,37,5,3,23,1,15,15,9,29,2.0
18442,10,37,5,3,23,1,15,15,3,29,3.0
18444,10,37,5,3,23,1,15,15,6,26,5.0
18445,5,37,5,3,23,1,15,15,6,20,6.0
18446,5,37,5,3,23,1,15,15,9,29,7.0
18447,10,37,5,3,23,1,15,15,3,26,8.0
18448,6,37,5,3,23,1,15,15,3,20,9.0
18449,6,37,5,3,23,1,15,15,3,20,10.0
18450,10,37,5,3,23,1,15,15,3,29,11.0
18451,6,37,5,3,23,1,15,15,6,20,12.0
18452,10,37,5,3,23,1,15,15,3,20,13.0
18453,10,37,5,3,23,1,15,15,3,29,14.0
18493,6,37,6,3,23,0,12,10,6,26,0.0
18494,0,37,6,3,23,0,12,10,3,20,1.0
18495,10,37,6,3,23,0,12,10,9,29,2.0
18496,10,37,6,3,23,0,12,10,6,29,3.0
18498,10,37,6,3,23,0,12,10,9,29,5.0
18500,10,37,6,3,23,0,12,10,6,29,7.0
18501,10,37,6,3,23,0,12,10,6,26,8.0
18502,10,37,6,3,23,0,12,10,3,26,9.0
18546,10,37,7,6,28,1,18,5,18,40,0.0
18547,10,37,7,6,28,1,18,5,6,28,1.0
18548,6,37,7,6,28,1,18,5,12,34,2.0
18549,6,37,7,6,28,1,18,5,6,28,3.0
18550,6,37,7,6,28,1,18,5,6,28,4.0
18611,6,37,9,3,18,1,9,5,3,21,0.0
18612,5,37,9,3,18,1,9,5,3,18,1.0
18613,6,37,9,3,18,1,9,5,9,24,2.0
18614,10,37,9,3,18,1,9,5,6,21,3.0
18659,10,37,10,6,28,1,15,15,12,34,0.0
18660,10,37,10,6,28,1,15,15,6,34,1.0
18661,10,37,10,6,28,1,15,15,18,40,2.0
18662,10,37,10,6,28,1,15,15,18,40,3.0
18663,10,37,10,6,28,1,15,15,6,28,4.0
18664,10,37,10,6,28,1,15,15,12,34,5.0
18665,10,37,10,6,28,1,15,15,6,28,6.0
18667,10,37,10,6,28,1,15,15,6,28,8.0
18668,10,37,10,6,28,1,15,15,18,40,9.0
18669,10,37,10,6,28,1,15,15,6,34,10.0
18670,10,37,10,6,28,1,15,15,18,40,11.0
18672,10,37,10,6,28,1,15,15,12,34,13.0
18673,10,37,10,6,28,1,15,15,6,28,14.0
18780,6,38,2,6,18,0,15,5,6,12,0.0
18781,10,38,2,6,18,0,15,5,6,30,1.0
18782,3,38,2,6,18,0,15,5,12,12,2.0
18783,10,38,2,6,18,0,15,5,12,24,3.0
18819,5,38,3,3,18,1,12,15,3,21,0.0
18820,2,38,3,3,18,1,12,15,3,21,1.0
18821,4,38,3,3,18,1,12,15,3,15,2.0
18822,6,38,3,3,18,1,12,15,6,24,3.0
18823,5,38,3,3,18,1,12,15,6,15,4.0
18824,7,38,3,3,18,1,12,15,3,21,5.0
18825,0,38,3,3,18,1,12,15,3,21,6.0
18826,6,38,3,3,18,1,12,15,6,24,7.0
18827,7,38,3,3,18,1,12,15,3,24,8.0
18828,5,38,3,3,18,1,12,15,9,24,9.0
18829,2,38,3,3,18,1,12,15,3,15,10.0
18830,10,38,3,3,18,1,12,15,6,24,11.0
18831,5,38,3,3,18,1,12,15,3,15,12.0
18832,10,38,3,3,18,1,12,15,9,24,13.0
18833,4,38,3,3,18,1,12,15,3,15,14.0
18872,10,38,4,6,28,0,18,5,12,34,0.0
18873,10,38,4,6,28,0,18,5,6,34,1.0
18874,7,38,4,6,28,0,18,5,6,40,2.0
18875,7,38,4,6,28,0,18,5,12,40,3.0
18876,5,38,4,6,28,0,18,5,6,28,4.0
18914,6,38,5,3,23,1,18,10,6,29,0.0
18915,7,38,5,3,23,1,18,10,3,26,1.0
18916,10,38,5,3,23,1,18,10,9,29,2.0
18917,2,38,5,3,23,1,18,10,3,20,3.0
18918,5,38,5,3,23,1,18,10,3,29,4.0
18919,10,38,5,3,23,1,18,10,3,26,5.0
18920,10,38,5,3,23,1,18,10,6,26,6.0
18921,8,38,5,3,23,1,18,10,6,26,7.0
18922,10,38,5,3,23,1,18,10,9,29,8.0
18923,5,38,5,3,23,1,18,10,3,29,9.0
18955,10,38,6,6,28,0,12,10,18,40,0.0
18956,10,38,6,6,28,0,12,10,18,40,1.0
18957,5,38,6,6,28,0,12,10,12,22,2.0
18958,10,38,6,6,28,0,12,10,18,40,3.0
18959,3,38,6,6,28,0,12,10,6,22,4.0
18960,10,38,6,6,28,0,12,10,12,40,5.0
18961,10,38,6,6,28,0,12,10,12,40,6.0
18962,4,38,6,6,28,0,12,10,6,22,7.0
18964,10,38,6,6,28,0,12,10,6,40,9.0
19010,3,38,7,3,18,1,15,15,9,24,0.0
19013,2,38,7,3,18,1,15,15,3,15,3.0
19014,3,38,7,3,18,1,15,15,3,15,4.0
19015,4,38,7,3,18,1,15,15,9,24,5.0
19016,5,38,7,3,18,1,15,15,6,24,6.0
19017,6,38,7,3,18,1,15,15,3,21,7.0
19018,3,38,7,3,18,1,15,15,6,21,8.0
19019,3,38,7,3,18,1,15,15,6,21,9.0
19020,6,38,7,3,18,1,15,15,3,21,10.0
19021,2,38,7,3,18,1,15,15,9,15,11.0
19023,6,38,7,3,18,1,15,15,6,24,13.0
19024,6,38,7,3,18,1,15,15,3,21,14.0
19057,7,38,8,3,23,1,9,10,6,29,1.0
19058,10,38,8,3,23,1,9,10,9,29,2.0
19059,3,38,8,3,23,1,9,10,3,26,3.0
19060,10,38,8,3,23,1,9,10,3,29,4.0
19061,10,38,8,3,23,1,9,10,6,29,5.0
19062,5,38,8,3,23,1,9,10,3,29,6.0
19063,7,38,8,3,23,1,9,10,3,29,7.0
19064,10,38,8,3,23,1,9,10,6,29,8.0
19065,10,38,8,3,23,1,9,10,9,29,9.0
19107,10,38,9,6,23,0,18,15,18,35,0.0
19108,10,38,9,6,23,0,18,15,18,35,1.0
19109,10,38,9,6,23,0,18,15,12,29,2.0
19110,3,38,9,6,23,0,18,15,6,17,3.0
19111,10,38,9,6,23,0,18,15,12,29,4.0
19112,10,38,9,6,23,0,18,15,6,29,5.0
19113,10,38,9,6,23,0,18,15,18,35,6.0
19114,6,38,9,6,23,0,18,15,18,35,7.0
19115,10,38,9,6,23,0,18,15,12,29,8.0
19116,9,38,9,6,23,0,18,15,12,35,9.0
19117,10,38,9,6,23,0,18,15,18,35,10.0
19118,10,38,9,6,23,0,18,15,6,29,11.0
19119,5,38,9,6,23,0,18,15,6,29,12.0
19120,10,38,9,6,23,0,18,15,6,29,13.0
19121,10,38,9,6,23,0,18,15,12,35,14.0
19155,6,38,10,3,28,0,9,5,3,25,0.0
19156,10,38,10,3,28,0,9,5,6,34,1.0
19157,10,38,10,3,28,0,9,5,3,34,2.0
19158,5,38,10,3,28,0,9,5,9,34,3.0
19197,6,39,0,3,18,0,9,5,9,24,0.0
19198,7,39,0,3,18,0,9,5,3,18,1.0
19199,7,39,0,3,18,0,9,5,3,21,2.0
19200,4,39,0,3,18,0,9,5,3,21,3.0
19201,8,39,0,3,18,0,9,5,3,21,4.0
19245,10,39,1,6,28,1,15,15,6,40,0.0
19246,8,39,1,6,28,1,15,15,12,22,1.0
19247,10,39,1,6,28,1,15,15,6,40,2.0
19248,8,39,1,6,28,1,15,15,12,22,3.0
19249,10,39,1,6,28,1,15,15,6,40,4.0
19250,10,39,1,6,28,1,15,15,6,40,5.0
19251,10,39,1,6,28,1,15,15,18,40,6.0
19252,5,39,1,6,28,1,15,15,6,28,7.0
19254,10,39,1,6,28,1,15,15,12,40,9.0
19255,10,39,1,6,28,1,15,15,18,40,10.0
19256,5,39,1,6,28,1,15,15,6,22,11.0
19257,7,39,1,6,28,1,15,15,12,22,12.0
19258,10,39,1,6,28,1,15,15,18,40,13.0
19259,10,39,1,6,28,1,15,15,12,40,14.0
19305,7,39,2,3,23,1,18,15,3,23,0.0
19306,10,39,2,3,23,1,18,15,6,29,1.0
19307,10,39,2,3,23,1,18,15,3,26,2.0
19308,10,39,2,3,23,1,18,15,3,26,3.0
19309,10,39,2,3,23,1,18,15,6,29,4.0
19310,10,39,2,3,23,1,18,15,6,26,5.0
19311,7,39,2,3,23,1,18,15,3,20,6.0
19312,10,39,2,3,23,1,18,15,6,29,7.0
19313,8,39,2,3,23,1,18,15,3,23,8.0
19314,10,39,2,3,23,1,18,15,3,26,9.0
19315,8,39,2,3,23,1,18,15,3,23,10.0
19316,8,39,2,3,23,1,18,15,3,26,11.0
19317,5,39,2,3,23,1,18,15,3,20,12.0
19318,8,39,2,3,23,1,18,15,3,26,13.0
19319,10,39,2,3,23,1,18,15,3,29,14.0
19359,10,39,3,6,18,0,15,10,12,30,0.0
19361,10,39,3,6,18,0,15,10,6,24,2.0
19362,10,39,3,6,18,0,15,10,12,24,3.0
19363,8,39,3,6,18,0,15,10,6,24,4.0
19364,6,39,3,6,18,0,15,10,6,18,5.0
19365,8,39,3,6,18,0,15,10,6,18,6.0
19366,10,39,3,6,18,0,15,10,12,24,7.0
19367,10,39,3,6,18,0,15,10,18,30,8.0
19368,8,39,3,6,18,0,15,10,12,30,9.0
19409,10,39,4,6,28,0,18,15,12,40,0.0
19410,10,39,4,6,28,0,18,15,18,40,1.0
19411,6,39,4,6,28,0,18,15,6,22,2.0
19412,6,39,4,6,28,0,18,15,6,22,3.0
19413,10,39,4,6,28,0,18,15,6,34,4.0
19414,10,39,4,6,28,0,18,15,12,40,5.0
19415,10,39,4,6,28,0,18,15,12,40,6.0
19416,10,39,4,6,28,0,18,15,6,40,7.0
19417,10,39,4,6,28,0,18,15,18,40,8.0
19418,10,39,4,6,28,0,18,15,18,40,9.0
19419,10,39,4,6,28,0,18,15,12,40,10.0
19420,10,39,4,6,28,0,18,15,18,40,11.0
19421,10,39,4,6,28,0,18,15,6,40,12.0
19422,10,39,4,6,28,0,18,15,6,40,13.0
19423,7,39,4,6,28,0,18,15,6,22,14.0
19455,5,39,5,3,23,1,12,5,3,23,0.0
19457,10,39,5,3,23,1,12,5,3,29,2.0
19458,10,39,5,3,23,1,12,5,3,23,3.0
19459,10,39,5,3,23,1,12,5,3,23,4.0
19497,10,39,6,3,23,1,12,10,6,29,0.0
19498,10,39,6,3,23,1,12,10,3,26,1.0
19499,10,39,6,3,23,1,12,10,3,29,2.0
19500,6,39,6,3,23,1,12,10,3,23,3.0
19501,10,39,6,3,23,1,12,10,9,29,4.0
19502,10,39,6,3,23,1,12,10,3,29,5.0
19503,10,39,6,3,23,1,12,10,6,29,6.0
19504,10,39,6,3,23,1,12,10,6,26,7.0
19505,10,39,6,3,23,1,12,10,9,29,8.0
19506,10,39,6,3,23,1,12,10,6,26,9.0
19547,10,39,7,6,18,0,15,5,12,30,0.0
19548,7,39,7,6,18,0,15,5,6,24,1.0
19549,10,39,7,6,18,0,15,5,6,30,2.0
19551,5,39,7,6,18,0,15,5,6,18,4.0
19615,10,39,9,3,23,0,9,10,6,26,0.0
19616,8,39,9,3,23,0,9,10,3,26,1.0
19617,8,39,9,3,23,0,9,10,3,23,2.0
19618,8,39,9,3,23,0,9,10,6,29,3.0
19619,7,39,9,3,23,0,9,10,6,29,4.0
19620,10,39,9,3,23,0,9,10,3,26,5.0
19621,10,39,9,3,23,0,9,10,3,26,6.0
19622,10,39,9,3,23,0,9,10,6,26,7.0
19623,10,39,9,3,23,0,9,10,6,26,8.0
19624,10,39,9,3,23,0,9,10,3,23,9.0
19701,2,40,0,3,23,1,15,5,9,20,1.0
19702,2,40,0,3,23,1,15,5,3,26,2.0
19703,2,40,0,3,23,1,15,5,9,20,3.0
19704,0,40,0,3,23,1,15,5,6,26,4.0
19782,0,40,2,3,18,0,18,5,6,21,0.0
19783,0,40,2,3,18,0,18,5,6,24,1.0
19784,1,40,2,3,18,0,18,5,3,21,2.0
19785,0,40,2,3,18,0,18,5,9,15,3.0
19786,0,40,2,3,18,0,18,5,3,21,4.0
19829,2,40,3,6,23,1,18,15,12,29,0.0
19830,3,40,3,6,23,1,18,15,12,35,1.0
19832,4,40,3,6,23,1,18,15,6,29,3.0
19833,2,40,3,6,23,1,18,15,18,35,4.0
19834,1,40,3,6,23,1,18,15,18,35,5.0
19835,0,40,3,6,23,1,18,15,6,29,6.0
19837,0,40,3,6,23,1,18,15,6,17,8.0
19838,2,40,3,6,23,1,18,15,12,35,9.0
19839,1,40,3,6,23,1,18,15,6,17,10.0
19840,2,40,3,6,23,1,18,15,12,35,11.0
19841,3,40,3,6,23,1,18,15,12,29,12.0
19842,3,40,3,6,23,1,18,15,12,29,13.0
19843,3,40,3,6,23,1,18,15,12,35,14.0
19907,0,40,5,3,28,0,12,15,3,31,0.0
19908,0,40,5,3,28,0,12,15,3,31,1.0
19909,3,40,5,3,28,0,12,15,9,34,2.0
19910,3,40,5,3,28,0,12,15,3,28,3.0
19911,3,40,5,3,28,0,12,15,3,28,4.0
19912,2,40,5,3,28,0,12,15,3,28,5.0
