,correct,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
16873,1,34,3,6,28,0,18,5,6,40,1.0
16874,1,34,3,6,28,0,18,5,6,40,2.0
16875,1,34,3,6,28,0,18,5,6,34,3.0
16876,1,34,3,6,28,0,18,5,6,28,4.0
16903,1,34,4,6,18,0,12,15,6,30,0.0
16904,1,34,4,6,18,0,12,15,12,30,1.0
16905,1,34,4,6,18,0,12,15,18,30,2.0
16906,1,34,4,6,18,0,12,15,18,30,3.0
16907,1,34,4,6,18,0,12,15,6,30,4.0
16908,0,34,4,6,18,0,12,15,6,24,5.0
16910,1,34,4,6,18,0,12,15,6,18,7.0
16911,1,34,4,6,18,0,12,15,18,30,8.0
16912,1,34,4,6,18,0,12,15,12,30,9.0
16913,1,34,4,6,18,0,12,15,18,30,10.0
16914,0,34,4,6,18,0,12,15,6,24,11.0
16915,1,34,4,6,18,0,12,15,12,30,12.0
16916,1,34,4,6,18,0,12,15,18,30,13.0
16917,1,34,4,6,18,0,12,15,6,18,14.0
16961,1,34,5,3,23,1,18,10,3,26,0.0
16962,0,34,5,3,23,1,18,10,3,26,1.0
16963,1,34,5,3,23,1,18,10,6,29,2.0
16964,1,34,5,3,23,1,18,10,3,23,3.0
16965,0,34,5,3,23,1,18,10,3,26,4.0
16966,1,34,5,3,23,1,18,10,3,26,5.0
16967,1,34,5,3,23,1,18,10,6,26,6.0
16968,1,34,5,3,23,1,18,10,3,26,7.0
16969,1,34,5,3,23,1,18,10,6,26,8.0
16970,1,34,5,3,23,1,18,10,3,23,9.0
17010,0,34,6,3,23,0,15,15,9,20,0.0
17011,0,34,6,3,23,0,15,15,6,23,1.0
17012,1,34,6,3,23,0,15,15,3,23,2.0
17013,0,34,6,3,23,0,15,15,3,20,3.0
17014,0,34,6,3,23,0,15,15,9,20,4.0
17015,0,34,6,3,23,0,15,15,6,20,5.0
17016,1,34,6,3,23,0,15,15,6,26,6.0
17017,0,34,6,3,23,0,15,15,9,20,7.0
17018,1,34,6,3,23,0,15,15,6,26,8.0
17019,0,34,6,3,23,0,15,15,6,23,9.0
17020,0,34,6,3,23,0,15,15,3,20,10.0
17021,0,34,6,3,23,0,15,15,3,23,11.0
17022,0,34,6,3,23,0,15,15,3,20,12.0
17023,1,34,6,3,23,0,15,15,3,29,13.0
17024,1,34,6,3,23,0,15,15,3,29,14.0
17062,1,34,7,6,18,1,15,5,6,24,0.0
17063,1,34,7,6,18,1,15,5,18,30,1.0
17064,1,34,7,6,18,1,15,5,6,30,2.0
17066,0,34,7,6,18,1,15,5,6,12,4.0
17103,1,34,8,3,28,1,9,5,3,34,0.0
17104,0,34,8,3,28,1,9,5,6,25,1.0
17105,0,34,8,3,28,1,9,5,3,28,2.0
17106,1,34,8,3,28,1,9,5,3,28,3.0
17107,1,34,8,3,28,1,9,5,9,34,4.0
17153,1,34,9,6,18,0,12,10,6,18,0.0
17154,1,34,9,6,18,0,12,10,12,30,1.0
17155,1,34,9,6,18,0,12,10,12,30,2.0
17156,1,34,9,6,18,0,12,10,6,24,3.0
17157,1,34,9,6,18,0,12,10,18,30,4.0
17159,1,34,9,6,18,0,12,10,6,30,6.0
17160,1,34,9,6,18,0,12,10,6,18,7.0
17161,1,34,9,6,18,0,12,10,6,18,8.0
17162,1,34,9,6,18,0,12,10,18,30,9.0
17232,0,35,0,3,28,1,12,15,3,31,0.0
17233,1,35,0,3,28,1,12,15,6,34,1.0
17234,1,35,0,3,28,1,12,15,6,31,2.0
17235,1,35,0,3,28,1,12,15,6,31,3.0
17236,1,35,0,3,28,1,12,15,3,28,4.0
17238,0,35,0,3,28,1,12,15,3,31,6.0
17240,0,35,0,3,28,1,12,15,3,31,8.0
17241,1,35,0,3,28,1,12,15,6,34,9.0
17242,1,35,0,3,28,1,12,15,3,28,10.0
17243,1,35,0,3,28,1,12,15,6,31,11.0
17244,0,35,0,3,28,1,12,15,3,31,12.0
17245,1,35,0,3,28,1,12,15,6,34,13.0
17246,0,35,0,3,28,1,12,15,3,31,14.0
17318,0,35,2,3,18,0,9,10,3,21,0.0
17319,1,35,2,3,18,0,9,10,3,21,1.0
17320,0,35,2,3,18,0,9,10,3,21,2.0
17321,0,35,2,3,18,0,9,10,3,15,3.0
17322,1,35,2,3,18,0,9,10,9,24,4.0
17323,1,35,2,3,18,0,9,10,9,24,5.0
17324,0,35,2,3,18,0,9,10,3,21,6.0
17325,0,35,2,3,18,0,9,10,3,15,7.0
17326,1,35,2,3,18,0,9,10,9,24,8.0
17327,1,35,2,3,18,0,9,10,9,24,9.0
17371,1,35,3,6,28,1,15,5,6,28,0.0
17372,1,35,3,6,28,1,15,5,12,40,1.0
17374,1,35,3,6,28,1,15,5,12,34,3.0
17375,1,35,3,6,28,1,15,5,6,28,4.0
17405,1,35,4,6,23,0,12,15,18,35,0.0
17406,1,35,4,6,23,0,12,15,18,35,1.0
17407,1,35,4,6,23,0,12,15,6,29,2.0
17408,1,35,4,6,23,0,12,15,6,29,3.0
17409,1,35,4,6,23,0,12,15,6,35,4.0
17410,1,35,4,6,23,0,12,15,18,35,5.0
17411,1,35,4,6,23,0,12,15,6,35,6.0
17413,1,35,4,6,23,0,12,15,6,35,8.0
17414,1,35,4,6,23,0,12,15,6,35,9.0
17415,1,35,4,6,23,0,12,15,12,29,10.0
17416,1,35,4,6,23,0,12,15,6,29,11.0
17417,1,35,4,6,23,0,12,15,12,35,12.0
17418,1,35,4,6,23,0,12,15,12,29,13.0
17419,1,35,4,6,23,0,12,15,6,29,14.0
17457,1,35,5,3,18,1,12,5,6,21,0.0
17458,1,35,5,3,18,1,12,5,3,21,1.0
17459,1,35,5,3,18,1,12,5,9,24,2.0
17460,1,35,5,3,18,1,12,5,6,21,3.0
17461,1,35,5,3,18,1,12,5,9,24,4.0
17501,1,35,6,6,28,0,9,15,12,34,0.0
17502,0,35,6,6,28,0,9,15,6,34,1.0
17503,0,35,6,6,28,0,9,15,6,34,2.0
17505,1,35,6,6,28,0,9,15,6,34,4.0
17506,1,35,6,6,28,0,9,15,6,40,5.0
17507,1,35,6,6,28,0,9,15,12,40,6.0
17508,1,35,6,6,28,0,9,15,12,34,7.0
17509,1,35,6,6,28,0,9,15,12,40,8.0
17510,1,35,6,6,28,0,9,15,18,40,9.0
17511,1,35,6,6,28,0,9,15,6,40,10.0
17512,1,35,6,6,28,0,9,15,12,40,11.0
17513,1,35,6,6,28,0,9,15,6,40,12.0
17515,1,35,6,6,28,0,9,15,12,34,14.0
17564,1,35,7,3,23,1,15,10,6,29,0.0
17565,1,35,7,3,23,1,15,10,6,29,1.0
17566,0,35,7,3,23,1,15,10,3,23,2.0
17567,1,35,7,3,23,1,15,10,3,29,3.0
17568,1,35,7,3,23,1,15,10,9,29,4.0
17569,1,35,7,3,23,1,15,10,3,23,5.0
17570,1,35,7,3,23,1,15,10,6,26,6.0
17571,1,35,7,3,23,1,15,10,6,29,7.0
17572,1,35,7,3,23,1,15,10,3,26,8.0
17573,1,35,7,3,23,1,15,10,3,29,9.0
17611,1,35,8,3,18,1,15,5,3,18,0.0
17612,1,35,8,3,18,1,15,5,6,21,1.0
17613,0,35,8,3,18,1,15,5,3,21,2.0
17614,0,35,8,3,18,1,15,5,6,18,3.0
17615,0,35,8,3,18,1,15,5,9,15,4.0
17647,0,35,9,6,28,0,9,10,6,28,0.0
17648,1,35,9,6,28,0,9,10,6,40,1.0
17649,0,35,9,6,28,0,9,10,6,28,2.0
17650,1,35,9,6,28,0,9,10,12,34,3.0
17651,1,35,9,6,28,0,9,10,18,40,4.0
17652,1,35,9,6,28,0,9,10,12,40,5.0
17653,1,35,9,6,28,0,9,10,12,34,6.0
17654,1,35,9,6,28,0,9,10,12,40,7.0
17655,1,35,9,6,28,0,9,10,6,28,8.0
17656,1,35,9,6,28,0,9,10,18,40,9.0
17729,1,36,0,3,18,1,12,15,6,21,0.0
17730,0,36,0,3,18,1,12,15,6,15,1.0
17731,0,36,0,3,18,1,12,15,6,15,2.0
17732,1,36,0,3,18,1,12,15,3,18,3.0
17733,0,36,0,3,18,1,12,15,3,21,4.0
17734,1,36,0,3,18,1,12,15,9,24,5.0
17735,1,36,0,3,18,1,12,15,6,21,6.0
17736,1,36,0,3,18,1,12,15,9,24,7.0
17737,1,36,0,3,18,1,12,15,3,21,8.0
17738,1,36,0,3,18,1,12,15,3,24,9.0
17739,1,36,0,3,18,1,12,15,9,24,10.0
17740,1,36,0,3,18,1,12,15,6,24,11.0
17741,1,36,0,3,18,1,12,15,3,24,12.0
17742,0,36,0,3,18,1,12,15,6,18,13.0
17743,0,36,0,3,18,1,12,15,6,18,14.0
17784,0,36,1,6,23,0,15,15,6,29,0.0
17785,1,36,1,6,23,0,15,15,12,29,1.0
17786,0,36,1,6,23,0,15,15,6,29,2.0
17788,1,36,1,6,23,0,15,15,6,23,4.0
17789,1,36,1,6,23,0,15,15,6,23,5.0
17790,0,36,1,6,23,0,15,15,6,17,6.0
17791,0,36,1,6,23,0,15,15,12,23,7.0
17792,1,36,1,6,23,0,15,15,6,29,8.0
17793,1,36,1,6,23,0,15,15,18,35,9.0
17794,1,36,1,6,23,0,15,15,12,29,10.0
17795,1,36,1,6,23,0,15,15,12,29,11.0
17796,1,36,1,6,23,0,15,15,18,35,12.0
17797,0,36,1,6,23,0,15,15,12,23,13.0
17798,1,36,1,6,23,0,15,15,12,29,14.0
17839,0,36,2,3,28,0,18,10,3,25,0.0
17840,1,36,2,3,28,0,18,10,6,34,1.0
17841,0,36,2,3,28,0,18,10,6,25,2.0
17842,0,36,2,3,28,0,18,10,3,31,3.0
17843,0,36,2,3,28,0,18,10,9,25,4.0
17844,0,36,2,3,28,0,18,10,6,28,5.0
17845,0,36,2,3,28,0,18,10,3,31,6.0
17846,1,36,2,3,28,0,18,10,3,31,7.0
17848,1,36,2,3,28,0,18,10,6,34,9.0
17886,1,36,3,6,23,1,18,5,6,35,0.0
17887,1,36,3,6,23,1,18,5,18,35,1.0
17888,1,36,3,6,23,1,18,5,12,29,2.0
17889,0,36,3,6,23,1,18,5,6,23,3.0
17890,1,36,3,6,23,1,18,5,6,23,4.0
17956,0,36,5,3,18,1,9,5,3,18,0.0
17957,0,36,5,3,18,1,9,5,6,15,1.0
17958,0,36,5,3,18,1,9,5,3,15,2.0
17959,0,36,5,3,18,1,9,5,3,18,3.0
17960,0,36,5,3,18,1,9,5,6,18,4.0
18004,1,36,6,6,28,0,15,10,12,34,0.0
18005,1,36,6,6,28,0,15,10,18,40,1.0
18006,1,36,6,6,28,0,15,10,18,40,2.0
18008,1,36,6,6,28,0,15,10,18,40,4.0
18009,1,36,6,6,28,0,15,10,6,40,5.0
18010,0,36,6,6,28,0,15,10,6,34,6.0
18011,0,36,6,6,28,0,15,10,6,28,7.0
18012,0,36,6,6,28,0,15,10,12,28,8.0
18013,1,36,6,6,28,0,15,10,6,40,9.0
18048,0,36,7,3,18,1,12,15,6,18,0.0
18049,0,36,7,3,18,1,12,15,6,15,1.0
18050,1,36,7,3,18,1,12,15,6,21,2.0
18051,0,36,7,3,18,1,12,15,9,15,3.0
18052,1,36,7,3,18,1,12,15,3,18,4.0
18053,0,36,7,3,18,1,12,15,9,15,5.0
18054,1,36,7,3,18,1,12,15,3,18,6.0
18055,1,36,7,3,18,1,12,15,6,24,7.0
18056,1,36,7,3,18,1,12,15,3,18,8.0
18057,0,36,7,3,18,1,12,15,9,15,9.0
18058,1,36,7,3,18,1,12,15,3,18,10.0
18059,1,36,7,3,18,1,12,15,6,24,11.0
18060,1,36,7,3,18,1,12,15,6,21,12.0
18062,0,36,7,3,18,1,12,15,3,15,14.0
18092,1,36,8,3,23,1,9,5,6,29,0.0
18093,0,36,8,3,23,1,9,5,3,23,1.0
18094,0,36,8,3,23,1,9,5,3,20,2.0
18095,0,36,8,3,23,1,9,5,9,20,3.0
18143,1,36,9,6,28,0,18,10,12,34,0.0
18144,1,36,9,6,28,0,18,10,12,34,1.0
18145,0,36,9,6,28,0,18,10,18,22,2.0
18146,0,36,9,6,28,0,18,10,6,22,3.0
18147,0,36,9,6,28,0,18,10,18,22,4.0
18148,0,36,9,6,28,0,18,10,12,28,5.0
18149,1,36,9,6,28,0,18,10,6,28,6.0
18150,1,36,9,6,28,0,18,10,18,40,7.0
18151,0,36,9,6,28,0,18,10,6,28,8.0
18152,0,36,9,6,28,0,18,10,6,34,9.0
18213,1,37,0,6,18,1,9,10,6,24,0.0
18214,1,37,0,6,18,1,9,10,12,30,1.0
18216,1,37,0,6,18,1,9,10,18,30,3.0
18217,0,37,0,6,18,1,9,10,6,12,4.0
18218,1,37,0,6,18,1,9,10,6,24,5.0
18220,0,37,0,6,18,1,9,10,6,12,7.0
18221,1,37,0,6,18,1,9,10,6,24,8.0
18222,1,37,0,6,18,1,9,10,6,30,9.0
18303,1,37,2,6,23,0,15,15,18,35,0.0
18304,1,37,2,6,23,0,15,15,12,35,1.0
18305,1,37,2,6,23,0,15,15,12,29,2.0
18306,1,37,2,6,23,0,15,15,18,35,3.0
18307,1,37,2,6,23,0,15,15,6,29,4.0
18308,1,37,2,6,23,0,15,15,6,35,5.0
18309,1,37,2,6,23,0,15,15,6,23,6.0
18310,0,37,2,6,23,0,15,15,6,23,7.0
18311,1,37,2,6,23,0,15,15,12,35,8.0
18312,1,37,2,6,23,0,15,15,18,35,9.0
18313,1,37,2,6,23,0,15,15,12,29,10.0
18314,1,37,2,6,23,0,15,15,12,35,11.0
18315,1,37,2,6,23,0,15,15,6,23,12.0
18316,1,37,2,6,23,0,15,15,12,29,13.0
18317,1,37,2,6,23,0,15,15,12,29,14.0
18344,1,37,3,3,28,1,9,10,6,31,0.0
18345,0,37,3,3,28,1,9,10,3,28,1.0
18346,1,37,3,3,28,1,9,10,9,34,2.0
18347,0,37,3,3,28,1,9,10,3,31,3.0
18348,1,37,3,3,28,1,9,10,3,34,4.0
18349,1,37,3,3,28,1,9,10,6,31,5.0
18350,1,37,3,3,28,1,9,10,9,34,6.0
18351,0,37,3,3,28,1,9,10,3,28,7.0
18352,1,37,3,3,28,1,9,10,6,31,8.0
18353,0,37,3,3,28,1,9,10,6,25,9.0
18395,1,37,4,6,18,0,18,5,12,30,0.0
18396,1,37,4,6,18,0,18,5,6,30,1.0
18397,1,37,4,6,18,0,18,5,12,24,2.0
18398,1,37,4,6,18,0,18,5,6,24,3.0
18399,1,37,4,6,18,0,18,5,12,24,4.0
18439,0,37,5,3,23,1,15,15,3,20,0.0
18440,1,37,5,3,23,1,15,15,3,26,1.0
18441,1,37,5,3,23,1,15,15,9,29,2.0
18442,1,37,5,3,23,1,15,15,3,29,3.0
18444,1,37,5,3,23,1,15,15,6,26,5.0
18445,0,37,5,3,23,1,15,15,6,20,6.0
18446,1,37,5,3,23,1,15,15,9,29,7.0
18447,1,37,5,3,23,1,15,15,3,26,8.0
18448,0,37,5,3,23,1,15,15,3,20,9.0
18449,0,37,5,3,23,1,15,15,3,20,10.0
18450,1,37,5,3,23,1,15,15,3,29,11.0
18451,0,37,5,3,23,1,15,15,6,20,12.0
18452,0,37,5,3,23,1,15,15,3,20,13.0
18453,1,37,5,3,23,1,15,15,3,29,14.0
18493,1,37,6,3,23,0,12,10,6,26,0.0
18494,0,37,6,3,23,0,12,10,3,20,1.0
18495,1,37,6,3,23,0,12,10,9,29,2.0
18496,1,37,6,3,23,0,12,10,6,29,3.0
18498,1,37,6,3,23,0,12,10,9,29,5.0
18500,1,37,6,3,23,0,12,10,6,29,7.0
18501,1,37,6,3,23,0,12,10,6,26,8.0
18502,1,37,6,3,23,0,12,10,3,26,9.0
18546,1,37,7,6,28,1,18,5,18,40,0.0
18547,1,37,7,6,28,1,18,5,6,28,1.0
18548,1,37,7,6,28,1,18,5,12,34,2.0
18549,0,37,7,6,28,1,18,5,6,28,3.0
18550,0,37,7,6,28,1,18,5,6,28,4.0
18611,1,37,9,3,18,1,9,5,3,21,0.0
18612,1,37,9,3,18,1,9,5,3,18,1.0
18613,1,37,9,3,18,1,9,5,9,24,2.0
18614,1,37,9,3,18,1,9,5,6,21,3.0
18659,1,37,10,6,28,1,15,15,12,34,0.0
18660,1,37,10,6,28,1,15,15,6,34,1.0
18661,1,37,10,6,28,1,15,15,18,40,2.0
18662,1,37,10,6,28,1,15,15,18,40,3.0
18663,1,37,10,6,28,1,15,15,6,28,4.0
18664,1,37,10,6,28,1,15,15,12,34,5.0
18665,1,37,10,6,28,1,15,15,6,28,6.0
18667,1,37,10,6,28,1,15,15,6,28,8.0
18668,1,37,10,6,28,1,15,15,18,40,9.0
18669,0,37,10,6,28,1,15,15,6,34,10.0
18670,1,37,10,6,28,1,15,15,18,40,11.0
18672,1,37,10,6,28,1,15,15,12,34,13.0
18673,1,37,10,6,28,1,15,15,6,28,14.0
18780,0,38,2,6,18,0,15,5,6,12,0.0
18781,1,38,2,6,18,0,15,5,6,30,1.0
18782,0,38,2,6,18,0,15,5,12,12,2.0
18783,1,38,2,6,18,0,15,5,12,24,3.0
18819,1,38,3,3,18,1,12,15,3,21,0.0
18820,1,38,3,3,18,1,12,15,3,21,1.0
18821,0,38,3,3,18,1,12,15,3,15,2.0
18822,1,38,3,3,18,1,12,15,6,24,3.0
18823,0,38,3,3,18,1,12,15,6,15,4.0
18824,1,38,3,3,18,1,12,15,3,21,5.0
18825,1,38,3,3,18,1,12,15,3,21,6.0
18826,1,38,3,3,18,1,12,15,6,24,7.0
18827,1,38,3,3,18,1,12,15,3,24,8.0
18828,1,38,3,3,18,1,12,15,9,24,9.0
18829,0,38,3,3,18,1,12,15,3,15,10.0
18830,1,38,3,3,18,1,12,15,6,24,11.0
18831,0,38,3,3,18,1,12,15,3,15,12.0
18832,1,38,3,3,18,1,12,15,9,24,13.0
18833,0,38,3,3,18,1,12,15,3,15,14.0
18872,1,38,4,6,28,0,18,5,12,34,0.0
18873,1,38,4,6,28,0,18,5,6,34,1.0
18874,1,38,4,6,28,0,18,5,6,40,2.0
18875,1,38,4,6,28,0,18,5,12,40,3.0
18876,0,38,4,6,28,0,18,5,6,28,4.0
18914,1,38,5,3,23,1,18,10,6,29,0.0
18915,1,38,5,3,23,1,18,10,3,26,1.0
18916,1,38,5,3,23,1,18,10,9,29,2.0
18917,0,38,5,3,23,1,18,10,3,20,3.0
18918,1,38,5,3,23,1,18,10,3,29,4.0
18919,1,38,5,3,23,1,18,10,3,26,5.0
18920,1,38,5,3,23,1,18,10,6,26,6.0
18921,1,38,5,3,23,1,18,10,6,26,7.0
18922,1,38,5,3,23,1,18,10,9,29,8.0
18923,1,38,5,3,23,1,18,10,3,29,9.0
18955,1,38,6,6,28,0,12,10,18,40,0.0
18956,1,38,6,6,28,0,12,10,18,40,1.0
18957,0,38,6,6,28,0,12,10,12,22,2.0
18958,1,38,6,6,28,0,12,10,18,40,3.0
18959,0,38,6,6,28,0,12,10,6,22,4.0
18960,1,38,6,6,28,0,12,10,12,40,5.0
18961,1,38,6,6,28,0,12,10,12,40,6.0
18962,0,38,6,6,28,0,12,10,6,22,7.0
18964,1,38,6,6,28,0,12,10,6,40,9.0
19010,1,38,7,3,18,1,15,15,9,24,0.0
19013,0,38,7,3,18,1,15,15,3,15,3.0
19014,0,38,7,3,18,1,15,15,3,15,4.0
19015,1,38,7,3,18,1,15,15,9,24,5.0
19016,1,38,7,3,18,1,15,15,6,24,6.0
19017,1,38,7,3,18,1,15,15,3,21,7.0
19018,1,38,7,3,18,1,15,15,6,21,8.0
19019,1,38,7,3,18,1,15,15,6,21,9.0
19020,1,38,7,3,18,1,15,15,3,21,10.0
19021,0,38,7,3,18,1,15,15,9,15,11.0
19023,1,38,7,3,18,1,15,15,6,24,13.0
19024,1,38,7,3,18,1,15,15,3,21,14.0
19057,1,38,8,3,23,1,9,10,6,29,1.0
19058,1,38,8,3,23,1,9,10,9,29,2.0
19059,1,38,8,3,23,1,9,10,3,26,3.0
19060,1,38,8,3,23,1,9,10,3,29,4.0
19061,1,38,8,3,23,1,9,10,6,29,5.0
19062,1,38,8,3,23,1,9,10,3,29,6.0
19063,1,38,8,3,23,1,9,10,3,29,7.0
19064,1,38,8,3,23,1,9,10,6,29,8.0
19065,1,38,8,3,23,1,9,10,9,29,9.0
19107,1,38,9,6,23,0,18,15,18,35,0.0
19108,1,38,9,6,23,0,18,15,18,35,1.0
19109,1,38,9,6,23,0,18,15,12,29,2.0
19110,0,38,9,6,23,0,18,15,6,17,3.0
19111,1,38,9,6,23,0,18,15,12,29,4.0
19112,1,38,9,6,23,0,18,15,6,29,5.0
19113,1,38,9,6,23,0,18,15,18,35,6.0
19114,1,38,9,6,23,0,18,15,18,35,7.0
19115,1,38,9,6,23,0,18,15,12,29,8.0
19116,1,38,9,6,23,0,18,15,12,35,9.0
19117,1,38,9,6,23,0,18,15,18,35,10.0
19118,1,38,9,6,23,0,18,15,6,29,11.0
19119,0,38,9,6,23,0,18,15,6,29,12.0
19120,1,38,9,6,23,0,18,15,6,29,13.0
19121,1,38,9,6,23,0,18,15,12,35,14.0
19155,0,38,10,3,28,0,9,5,3,25,0.0
19156,1,38,10,3,28,0,9,5,6,34,1.0
19157,1,38,10,3,28,0,9,5,3,34,2.0
19158,1,38,10,3,28,0,9,5,9,34,3.0
19197,1,39,0,3,18,0,9,5,9,24,0.0
19198,1,39,0,3,18,0,9,5,3,18,1.0
19199,0,39,0,3,18,0,9,5,3,21,2.0
19200,1,39,0,3,18,0,9,5,3,21,3.0
19201,1,39,0,3,18,0,9,5,3,21,4.0
19245,1,39,1,6,28,1,15,15,6,40,0.0
19246,0,39,1,6,28,1,15,15,12,22,1.0
19247,1,39,1,6,28,1,15,15,6,40,2.0
19248,0,39,1,6,28,1,15,15,12,22,3.0
19249,1,39,1,6,28,1,15,15,6,40,4.0
19250,1,39,1,6,28,1,15,15,6,40,5.0
19251,1,39,1,6,28,1,15,15,18,40,6.0
19252,1,39,1,6,28,1,15,15,6,28,7.0
19254,1,39,1,6,28,1,15,15,12,40,9.0
19255,1,39,1,6,28,1,15,15,18,40,10.0
19256,0,39,1,6,28,1,15,15,6,22,11.0
19257,0,39,1,6,28,1,15,15,12,22,12.0
19258,1,39,1,6,28,1,15,15,18,40,13.0
19259,1,39,1,6,28,1,15,15,12,40,14.0
19305,1,39,2,3,23,1,18,15,3,23,0.0
19306,1,39,2,3,23,1,18,15,6,29,1.0
19307,1,39,2,3,23,1,18,15,3,26,2.0
19308,1,39,2,3,23,1,18,15,3,26,3.0
19309,1,39,2,3,23,1,18,15,6,29,4.0
19310,1,39,2,3,23,1,18,15,6,26,5.0
19311,0,39,2,3,23,1,18,15,3,20,6.0
19312,1,39,2,3,23,1,18,15,6,29,7.0
19313,1,39,2,3,23,1,18,15,3,23,8.0
19314,1,39,2,3,23,1,18,15,3,26,9.0
19315,1,39,2,3,23,1,18,15,3,23,10.0
19316,1,39,2,3,23,1,18,15,3,26,11.0
19317,0,39,2,3,23,1,18,15,3,20,12.0
19318,1,39,2,3,23,1,18,15,3,26,13.0
19319,1,39,2,3,23,1,18,15,3,29,14.0
19359,1,39,3,6,18,0,15,10,12,30,0.0
19361,1,39,3,6,18,0,15,10,6,24,2.0
19362,1,39,3,6,18,0,15,10,12,24,3.0
19363,0,39,3,6,18,0,15,10,6,24,4.0
19364,1,39,3,6,18,0,15,10,6,18,5.0
19365,1,39,3,6,18,0,15,10,6,18,6.0
19366,1,39,3,6,18,0,15,10,12,24,7.0
19367,1,39,3,6,18,0,15,10,18,30,8.0
19368,1,39,3,6,18,0,15,10,12,30,9.0
19409,1,39,4,6,28,0,18,15,12,40,0.0
19410,1,39,4,6,28,0,18,15,18,40,1.0
19411,0,39,4,6,28,0,18,15,6,22,2.0
19412,0,39,4,6,28,0,18,15,6,22,3.0
19413,1,39,4,6,28,0,18,15,6,34,4.0
19414,1,39,4,6,28,0,18,15,12,40,5.0
19415,1,39,4,6,28,0,18,15,12,40,6.0
19416,1,39,4,6,28,0,18,15,6,40,7.0
19417,1,39,4,6,28,0,18,15,18,40,8.0
19418,1,39,4,6,28,0,18,15,18,40,9.0
19419,1,39,4,6,28,0,18,15,12,40,10.0
19420,1,39,4,6,28,0,18,15,18,40,11.0
19421,1,39,4,6,28,0,18,15,6,40,12.0
19422,1,39,4,6,28,0,18,15,6,40,13.0
19423,0,39,4,6,28,0,18,15,6,22,14.0
19455,1,39,5,3,23,1,12,5,3,23,0.0
19457,1,39,5,3,23,1,12,5,3,29,2.0
19458,1,39,5,3,23,1,12,5,3,23,3.0
19459,0,39,5,3,23,1,12,5,3,23,4.0
19497,1,39,6,3,23,1,12,10,6,29,0.0
19498,1,39,6,3,23,1,12,10,3,26,1.0
19499,1,39,6,3,23,1,12,10,3,29,2.0
19500,1,39,6,3,23,1,12,10,3,23,3.0
19501,1,39,6,3,23,1,12,10,9,29,4.0
19502,1,39,6,3,23,1,12,10,3,29,5.0
19503,1,39,6,3,23,1,12,10,6,29,6.0
19504,1,39,6,3,23,1,12,10,6,26,7.0
19505,1,39,6,3,23,1,12,10,9,29,8.0
19506,1,39,6,3,23,1,12,10,6,26,9.0
19547,1,39,7,6,18,0,15,5,12,30,0.0
19548,1,39,7,6,18,0,15,5,6,24,1.0
19549,1,39,7,6,18,0,15,5,6,30,2.0
19551,1,39,7,6,18,0,15,5,6,18,4.0
19615,1,39,9,3,23,0,9,10,6,26,0.0
19616,1,39,9,3,23,0,9,10,3,26,1.0
19617,1,39,9,3,23,0,9,10,3,23,2.0
19618,1,39,9,3,23,0,9,10,6,29,3.0
19619,1,39,9,3,23,0,9,10,6,29,4.0
19620,0,39,9,3,23,0,9,10,3,26,5.0
19621,0,39,9,3,23,0,9,10,3,26,6.0
19622,1,39,9,3,23,0,9,10,6,26,7.0
19623,1,39,9,3,23,0,9,10,6,26,8.0
19624,1,39,9,3,23,0,9,10,3,23,9.0
19701,0,40,0,3,23,1,15,5,9,20,1.0
19702,1,40,0,3,23,1,15,5,3,26,2.0
19703,0,40,0,3,23,1,15,5,9,20,3.0
19704,1,40,0,3,23,1,15,5,6,26,4.0
19782,1,40,2,3,18,0,18,5,6,21,0.0
19783,1,40,2,3,18,0,18,5,6,24,1.0
19784,1,40,2,3,18,0,18,5,3,21,2.0
19785,0,40,2,3,18,0,18,5,9,15,3.0
19786,0,40,2,3,18,0,18,5,3,21,4.0
19829,1,40,3,6,23,1,18,15,12,29,0.0
19830,1,40,3,6,23,1,18,15,12,35,1.0
19832,1,40,3,6,23,1,18,15,6,29,3.0
19833,1,40,3,6,23,1,18,15,18,35,4.0
19834,1,40,3,6,23,1,18,15,18,35,5.0
19835,0,40,3,6,23,1,18,15,6,29,6.0
19837,0,40,3,6,23,1,18,15,6,17,8.0
19838,1,40,3,6,23,1,18,15,12,35,9.0
19839,0,40,3,6,23,1,18,15,6,17,10.0
19840,1,40,3,6,23,1,18,15,12,35,11.0
19841,1,40,3,6,23,1,18,15,12,29,12.0
19842,1,40,3,6,23,1,18,15,12,29,13.0
19843,1,40,3,6,23,1,18,15,12,35,14.0
19907,0,40,5,3,28,0,12,15,3,31,0.0
19908,1,40,5,3,28,0,12,15,3,31,1.0
19909,1,40,5,3,28,0,12,15,9,34,2.0
19910,1,40,5,3,28,0,12,15,3,28,3.0
19911,1,40,5,3,28,0,12,15,3,28,4.0
19912,0,40,5,3,28,0,12,15,3,28,5.0
19913,0,40,5,3,28,0,12,15,6,28,6.0
19914,1,40,5,3,28,0,12,15,6,31,7.0
19915,1,40,5,3,28,0,12,15,3,31,8.0
19916,0,40,5,3,28,0,12,15,6,28,9.0
19917,0,40,5,3,28,0,12,15,6,28,10.0
19918,0,40,5,3,28,0,12,15,3,25,11.0
