,correct,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
16226,1,32,10,6,23,1,9,15,12,29,22
16229,1,32,10,6,23,1,9,15,12,35,25
16230,1,32,10,6,23,1,9,15,6,35,26
16236,0,33,0,3,23,0,12,5,3,20,0
16237,1,33,0,3,23,0,12,5,3,26,1
16238,1,33,0,3,23,0,12,5,6,26,2
16239,0,33,0,3,23,0,12,5,3,26,3
16241,1,33,0,3,23,0,12,5,3,29,5
16243,1,33,0,3,23,0,12,5,3,29,7
16244,1,33,0,3,23,0,12,5,6,29,8
16245,1,33,0,3,23,0,12,5,6,26,9
16246,1,33,0,3,23,0,12,5,3,26,10
16255,1,33,0,3,23,0,12,5,9,29,14
16256,1,33,0,3,23,0,12,5,3,26,15
16258,1,33,0,3,23,0,12,5,3,29,17
16259,1,33,0,3,23,0,12,5,6,26,18
16260,1,33,0,3,23,0,12,5,6,26,19
16263,1,33,0,3,23,0,12,5,3,29,22
16264,1,33,0,3,23,0,12,5,6,29,23
16265,1,33,0,3,23,0,12,5,6,26,24
16266,1,33,0,3,23,0,12,5,3,26,25
16273,0,33,1,6,18,1,9,15,6,24,0
16274,0,33,1,6,18,1,9,15,12,12,1
16275,1,33,1,6,18,1,9,15,6,18,2
16276,1,33,1,6,18,1,9,15,18,30,3
16277,0,33,1,6,18,1,9,15,6,12,4
16279,1,33,1,6,18,1,9,15,12,24,6
16308,0,33,1,6,18,1,9,15,6,12,10
16310,1,33,1,6,18,1,9,15,18,30,12
16311,1,33,1,6,18,1,9,15,12,24,13
16313,1,33,1,6,18,1,9,15,12,24,15
16315,1,33,1,6,18,1,9,15,12,30,17
16317,1,33,1,6,18,1,9,15,12,30,19
16318,1,33,1,6,18,1,9,15,6,30,20
16320,0,33,1,6,18,1,9,15,6,12,22
16321,1,33,1,6,18,1,9,15,6,30,23
16323,1,33,1,6,18,1,9,15,18,30,25
16324,1,33,1,6,18,1,9,15,18,30,26
16330,0,33,2,3,28,0,9,10,6,28,0
16331,0,33,2,3,28,0,9,10,9,25,1
16332,0,33,2,3,28,0,9,10,3,31,2
16334,1,33,2,3,28,0,9,10,6,31,4
16335,0,33,2,3,28,0,9,10,6,28,5
16338,1,33,2,3,28,0,9,10,3,28,8
16351,1,33,2,3,28,0,9,10,3,28,11
16352,0,33,2,3,28,0,9,10,6,28,12
16354,1,33,2,3,28,0,9,10,9,34,14
16355,1,33,2,3,28,0,9,10,3,28,15
16357,1,33,2,3,28,0,9,10,3,34,17
16358,1,33,2,3,28,0,9,10,3,34,18
16360,1,33,2,3,28,0,9,10,6,34,20
16361,1,33,2,3,28,0,9,10,6,31,21
16362,0,33,2,3,28,0,9,10,3,28,22
16365,0,33,2,3,28,0,9,10,3,31,25
16366,0,33,2,3,28,0,9,10,6,28,26
16372,0,33,3,6,18,1,9,5,18,12,0
16373,1,33,3,6,18,1,9,5,12,30,1
16374,0,33,3,6,18,1,9,5,6,18,2
16375,1,33,3,6,18,1,9,5,6,24,3
16376,1,33,3,6,18,1,9,5,6,18,4
16378,0,33,3,6,18,1,9,5,12,12,6
16379,0,33,3,6,18,1,9,5,6,18,7
16392,1,33,3,6,18,1,9,5,6,24,10
16396,0,33,3,6,18,1,9,5,6,12,14
16397,1,33,3,6,18,1,9,5,6,24,15
16398,1,33,3,6,18,1,9,5,12,30,16
16400,1,33,3,6,18,1,9,5,18,30,18
16402,1,33,3,6,18,1,9,5,12,30,20
16405,1,33,3,6,18,1,9,5,6,30,23
16407,1,33,3,6,18,1,9,5,6,24,25
16408,0,33,3,6,18,1,9,5,6,12,26
16414,1,33,4,6,28,1,12,15,6,40,0
16415,0,33,4,6,28,1,12,15,6,28,1
16416,1,33,4,6,28,1,12,15,12,40,2
16417,1,33,4,6,28,1,12,15,6,28,3
16418,0,33,4,6,28,1,12,15,6,22,4
16421,1,33,4,6,28,1,12,15,12,34,7
16422,1,33,4,6,28,1,12,15,6,34,8
16423,1,33,4,6,28,1,12,15,6,28,9
16424,1,33,4,6,28,1,12,15,6,28,10
16448,1,33,4,6,28,1,12,15,12,40,14
16450,1,33,4,6,28,1,12,15,12,40,16
16451,1,33,4,6,28,1,12,15,12,40,17
16452,1,33,4,6,28,1,12,15,12,34,18
16454,1,33,4,6,28,1,12,15,12,40,20
16456,1,33,4,6,28,1,12,15,12,40,22
16457,1,33,4,6,28,1,12,15,6,28,23
16460,1,33,4,6,28,1,12,15,6,40,26
16466,0,33,5,3,23,0,18,0,6,20,0
16467,1,33,5,3,23,0,18,0,9,29,1
16468,1,33,5,3,23,0,18,0,3,26,2
16469,1,33,5,3,23,0,18,0,3,29,3
16470,0,33,5,3,23,0,18,0,3,23,4
16473,1,33,5,3,23,0,18,0,3,29,7
16474,0,33,5,3,23,0,18,0,3,23,8
16475,1,33,5,3,23,0,18,0,9,29,9
16477,1,33,5,3,23,0,18,0,3,29,11
16479,1,33,5,3,23,0,18,0,6,26,13
16480,0,33,5,3,23,0,18,0,3,23,14
16481,1,33,5,3,23,0,18,0,3,26,15
16482,1,33,5,3,23,0,18,0,3,29,16
16491,1,33,5,3,23,0,18,0,6,29,20
16492,0,33,5,3,23,0,18,0,6,20,21
16493,0,33,5,3,23,0,18,0,6,20,22
16495,1,33,5,3,23,0,18,0,3,29,24
16496,1,33,5,3,23,0,18,0,3,26,25
16503,0,33,6,6,18,1,15,15,6,18,0
16504,0,33,6,6,18,1,15,15,18,12,1
16506,1,33,6,6,18,1,15,15,12,24,3
16508,1,33,6,6,18,1,15,15,12,30,5
16509,1,33,6,6,18,1,15,15,6,24,6
16513,1,33,6,6,18,1,15,15,18,30,10
16514,1,33,6,6,18,1,15,15,18,30,11
16517,0,33,6,6,18,1,15,15,6,12,14
16534,1,33,6,6,18,1,15,15,12,30,16
16537,1,33,6,6,18,1,15,15,12,24,19
16538,1,33,6,6,18,1,15,15,12,30,20
16539,1,33,6,6,18,1,15,15,18,30,21
16541,1,33,6,6,18,1,15,15,6,24,23
16543,1,33,6,6,18,1,15,15,6,24,25
16544,1,33,6,6,18,1,15,15,6,30,26
16550,1,33,7,3,28,0,15,10,9,34,0
16551,0,33,7,3,28,0,15,10,3,28,1
16552,1,33,7,3,28,0,15,10,9,34,2
16553,0,33,7,3,28,0,15,10,3,25,3
16554,1,33,7,3,28,0,15,10,6,31,4
16556,1,33,7,3,28,0,15,10,9,34,6
16557,1,33,7,3,28,0,15,10,6,31,7
16559,1,33,7,3,28,0,15,10,6,31,9
16560,1,33,7,3,28,0,15,10,3,28,10
16562,1,33,7,3,28,0,15,10,6,34,12
16582,1,33,7,3,28,0,15,10,3,28,17
16583,1,33,7,3,28,0,15,10,6,31,18
16584,1,33,7,3,28,0,15,10,6,34,19
16587,1,33,7,3,28,0,15,10,9,34,22
16588,1,33,7,3,28,0,15,10,3,31,23
16589,1,33,7,3,28,0,15,10,9,34,24
16591,1,33,7,3,28,0,15,10,3,28,26
16598,1,33,8,3,23,1,18,10,6,29,1
16599,1,33,8,3,23,1,18,10,6,26,2
16601,1,33,8,3,23,1,18,10,3,23,4
16602,1,33,8,3,23,1,18,10,3,29,5
16603,1,33,8,3,23,1,18,10,6,29,6
16605,1,33,8,3,23,1,18,10,3,23,8
16606,1,33,8,3,23,1,18,10,3,29,9
16607,1,33,8,3,23,1,18,10,9,29,10
16609,1,33,8,3,23,1,18,10,6,26,12
16611,1,33,8,3,23,1,18,10,9,29,14
16612,1,33,8,3,23,1,18,10,3,26,15
16637,0,33,8,3,23,1,18,10,3,20,20
16638,1,33,8,3,23,1,18,10,3,26,21
16639,0,33,8,3,23,1,18,10,6,20,22
16641,1,33,8,3,23,1,18,10,6,29,24
16642,0,33,8,3,23,1,18,10,3,20,25
16650,1,33,9,6,23,0,15,5,6,23,1
16651,0,33,9,6,23,0,15,5,18,17,2
16653,1,33,9,6,23,0,15,5,6,35,4
16654,0,33,9,6,23,0,15,5,6,23,5
16656,1,33,9,6,23,0,15,5,6,35,7
16657,0,33,9,6,23,0,15,5,12,17,8
16659,1,33,9,6,23,0,15,5,12,29,10
16660,1,33,9,6,23,0,15,5,12,29,11
16663,1,33,9,6,23,0,15,5,6,23,14
16681,1,33,9,6,23,0,15,5,12,29,17
16683,1,33,9,6,23,0,15,5,12,35,19
16684,1,33,9,6,23,0,15,5,6,29,20
16685,1,33,9,6,23,0,15,5,6,29,21
16686,1,33,9,6,23,0,15,5,18,35,22
16689,1,33,9,6,23,0,15,5,18,35,25
16690,0,33,9,6,23,0,15,5,6,17,26
16696,1,33,10,3,18,0,18,0,6,21,0
16697,1,33,10,3,18,0,18,0,6,24,1
16698,0,33,10,3,18,0,18,0,6,15,2
16699,1,33,10,3,18,0,18,0,9,24,3
16701,1,33,10,3,18,0,18,0,3,18,5
16703,1,33,10,3,18,0,18,0,3,21,7
16704,0,33,10,3,18,0,18,0,3,15,8
16706,1,33,10,3,18,0,18,0,3,18,10
16707,0,33,10,3,18,0,18,0,3,21,11
16709,1,33,10,3,18,0,18,0,6,21,13
16710,0,33,10,3,18,0,18,0,3,15,14
16711,1,33,10,3,18,0,18,0,9,24,15
16713,0,33,10,3,18,0,18,0,3,21,17
16718,1,33,10,3,18,0,18,0,3,18,22
16720,1,33,10,3,18,0,18,0,3,18,24
16722,1,33,10,3,18,0,18,0,9,24,26
16728,1,34,0,6,28,0,12,10,12,40,0
16729,0,34,0,6,28,0,12,10,18,22,1
16730,1,34,0,6,28,0,12,10,6,28,2
16732,1,34,0,6,28,0,12,10,6,34,4
16733,1,34,0,6,28,0,12,10,6,34,5
16735,1,34,0,6,28,0,12,10,12,34,7
16736,1,34,0,6,28,0,12,10,6,34,8
16737,0,34,0,6,28,0,12,10,6,34,9
16739,1,34,0,6,28,0,12,10,18,40,11
16752,1,34,0,6,28,0,12,10,6,34,14
16753,1,34,0,6,28,0,12,10,6,28,15
16754,1,34,0,6,28,0,12,10,12,40,16
16756,1,34,0,6,28,0,12,10,6,34,18
16757,1,34,0,6,28,0,12,10,6,34,19
16760,1,34,0,6,28,0,12,10,12,34,22
16763,0,34,0,6,28,0,12,10,6,22,25
16764,1,34,0,6,28,0,12,10,12,40,26
16770,0,34,1,3,23,1,9,15,9,20,0
16771,0,34,1,3,23,1,9,15,6,20,1
16772,1,34,1,3,23,1,9,15,3,23,2
16773,0,34,1,3,23,1,9,15,3,20,3
16775,1,34,1,3,23,1,9,15,3,29,5
16776,1,34,1,3,23,1,9,15,6,26,6
16778,1,34,1,3,23,1,9,15,6,29,8
16796,0,34,1,3,23,1,9,15,3,23,11
16797,0,34,1,3,23,1,9,15,3,20,12
16798,1,34,1,3,23,1,9,15,6,26,13
16800,0,34,1,3,23,1,9,15,3,23,15
16802,1,34,1,3,23,1,9,15,6,29,17
16803,0,34,1,3,23,1,9,15,6,20,18
16805,1,34,1,3,23,1,9,15,6,29,20
16806,0,34,1,3,23,1,9,15,3,20,21
16807,0,34,1,3,23,1,9,15,3,20,22
16809,1,34,1,3,23,1,9,15,9,29,24
16810,1,34,1,3,23,1,9,15,6,26,25
16817,0,34,2,3,18,1,9,0,3,18,0
16818,1,34,2,3,18,1,9,0,9,24,1
16819,0,34,2,3,18,1,9,0,9,15,2
16821,1,34,2,3,18,1,9,0,3,24,4
16822,1,34,2,3,18,1,9,0,6,24,5
16823,0,34,2,3,18,1,9,0,6,15,6
16832,0,34,2,3,18,1,9,0,3,21,10
16834,1,34,2,3,18,1,9,0,6,24,12
16836,1,34,2,3,18,1,9,0,3,18,14
16838,0,34,2,3,18,1,9,0,3,21,16
16839,0,34,2,3,18,1,9,0,9,15,17
16840,1,34,2,3,18,1,9,0,3,18,18
16841,1,34,2,3,18,1,9,0,6,24,19
16844,1,34,2,3,18,1,9,0,9,24,22
16845,1,34,2,3,18,1,9,0,3,18,23
16847,0,34,2,3,18,1,9,0,3,21,25
16854,0,34,3,6,28,0,18,5,12,22,0
16855,0,34,3,6,28,0,18,5,12,28,1
16856,0,34,3,6,28,0,18,5,6,34,2
16857,1,34,3,6,28,0,18,5,12,34,3
16859,0,34,3,6,28,0,18,5,6,28,5
16860,0,34,3,6,28,0,18,5,6,28,6
16861,1,34,3,6,28,0,18,5,6,34,7
16863,1,34,3,6,28,0,18,5,6,40,9
16865,1,34,3,6,28,0,18,5,6,40,11
16866,1,34,3,6,28,0,18,5,12,40,12
16867,1,34,3,6,28,0,18,5,18,40,13
16871,1,34,3,6,28,0,18,5,12,40,17
16878,1,34,3,6,28,0,18,5,6,34,19
16881,1,34,3,6,28,0,18,5,12,34,22
16882,1,34,3,6,28,0,18,5,6,34,23
16884,1,34,3,6,28,0,18,5,18,40,25
16885,1,34,3,6,28,0,18,5,12,34,26
16891,1,34,4,6,18,0,12,15,6,18,0
16892,1,34,4,6,18,0,12,15,12,30,1
16893,0,34,4,6,18,0,12,15,6,24,2
16895,0,34,4,6,18,0,12,15,18,12,4
16896,1,34,4,6,18,0,12,15,6,30,5
16897,1,34,4,6,18,0,12,15,12,30,6
16898,1,34,4,6,18,0,12,15,6,18,7
16900,1,34,4,6,18,0,12,15,6,30,9
16901,1,34,4,6,18,0,12,15,6,18,10
16925,1,34,4,6,18,0,12,15,6,30,14
16926,0,34,4,6,18,0,12,15,12,12,15
16929,1,34,4,6,18,0,12,15,6,18,18
16930,1,34,4,6,18,0,12,15,18,30,19
16933,1,34,4,6,18,0,12,15,12,30,22
16934,1,34,4,6,18,0,12,15,12,30,23
16936,1,34,4,6,18,0,12,15,6,24,25
16943,1,34,5,3,23,1,18,10,3,23,0
16944,0,34,5,3,23,1,18,10,3,26,1
16945,1,34,5,3,23,1,18,10,9,29,2
16948,1,34,5,3,23,1,18,10,3,26,5
16950,1,34,5,3,23,1,18,10,6,29,7
16951,0,34,5,3,23,1,18,10,3,26,8
16952,0,34,5,3,23,1,18,10,3,20,9
16954,1,34,5,3,23,1,18,10,9,29,11
16955,1,34,5,3,23,1,18,10,3,23,12
16957,1,34,5,3,23,1,18,10,6,26,14
16958,1,34,5,3,23,1,18,10,3,29,15
16977,1,34,5,3,23,1,18,10,3,26,19
16979,1,34,5,3,23,1,18,10,3,29,21
16981,1,34,5,3,23,1,18,10,9,29,23
16982,0,34,5,3,23,1,18,10,3,26,24
16984,1,34,5,3,23,1,18,10,6,26,26
16990,1,34,6,3,23,0,15,15,9,29,0
16991,0,34,6,3,23,0,15,15,6,20,1
16992,1,34,6,3,23,0,15,15,3,23,2
16993,1,34,6,3,23,0,15,15,3,26,3
16994,0,34,6,3,23,0,15,15,9,20,4
16996,1,34,6,3,23,0,15,15,3,23,6
16997,1,34,6,3,23,0,15,15,9,29,7
16999,1,34,6,3,23,0,15,15,3,23,9
17001,1,34,6,3,23,0,15,15,3,29,11
17002,0,34,6,3,23,0,15,15,9,20,12
17003,0,34,6,3,23,0,15,15,3,23,13
17032,0,34,6,3,23,0,15,15,3,23,17
17033,1,34,6,3,23,0,15,15,9,29,18
17034,0,34,6,3,23,0,15,15,3,20,19
17036,0,34,6,3,23,0,15,15,6,20,21
17037,1,34,6,3,23,0,15,15,9,29,22
17040,1,34,6,3,23,0,15,15,3,29,25
17048,1,34,7,6,18,1,15,5,6,24,1
17049,1,34,7,6,18,1,15,5,18,30,2
17050,1,34,7,6,18,1,15,5,6,30,3
17051,1,34,7,6,18,1,15,5,6,18,4
17053,1,34,7,6,18,1,15,5,6,30,6
17054,0,34,7,6,18,1,15,5,18,12,7
17058,1,34,7,6,18,1,15,5,12,24,11
17059,0,34,7,6,18,1,15,5,6,12,12
17073,1,34,7,6,18,1,15,5,6,30,16
17075,1,34,7,6,18,1,15,5,12,30,18
17076,1,34,7,6,18,1,15,5,18,30,19
17079,1,34,7,6,18,1,15,5,6,30,22
17080,1,34,7,6,18,1,15,5,12,30,23
17082,1,34,7,6,18,1,15,5,6,24,25
17083,1,34,7,6,18,1,15,5,6,24,26
17089,0,34,8,3,28,1,9,5,6,25,0
17090,1,34,8,3,28,1,9,5,3,31,1
17091,0,34,8,3,28,1,9,5,3,25,2
17092,1,34,8,3,28,1,9,5,9,34,3
17093,1,34,8,3,28,1,9,5,9,34,4
17095,0,34,8,3,28,1,9,5,6,25,6
17096,1,34,8,3,28,1,9,5,3,34,7
17114,1,34,8,3,28,1,9,5,9,34,10
17118,1,34,8,3,28,1,9,5,3,28,14
17120,1,34,8,3,28,1,9,5,9,34,16
17122,1,34,8,3,28,1,9,5,3,28,18
17124,0,34,8,3,28,1,9,5,3,28,20
17125,1,34,8,3,28,1,9,5,9,34,21
17127,1,34,8,3,28,1,9,5,6,34,23
17129,1,34,8,3,28,1,9,5,3,34,25
17130,1,34,8,3,28,1,9,5,6,34,26
17136,0,34,9,6,18,0,12,10,6,12,0
17137,1,34,9,6,18,0,12,10,6,24,1
17138,0,34,9,6,18,0,12,10,12,18,2
17140,1,34,9,6,18,0,12,10,18,30,4
17141,1,34,9,6,18,0,12,10,6,24,5
17143,1,34,9,6,18,0,12,10,6,18,7
17144,0,34,9,6,18,0,12,10,6,18,8
17145,1,34,9,6,18,0,12,10,18,30,9
17147,1,34,9,6,18,0,12,10,18,30,11
17170,1,34,9,6,18,0,12,10,6,18,14
17171,1,34,9,6,18,0,12,10,6,30,15
17176,1,34,9,6,18,0,12,10,12,30,20
17177,1,34,9,6,18,0,12,10,6,24,21
17178,1,34,9,6,18,0,12,10,6,18,22
17180,1,34,9,6,18,0,12,10,6,24,24
17182,1,34,9,6,18,0,12,10,6,24,26
17188,1,34,10,6,23,1,15,0,6,35,0
17189,1,34,10,6,23,1,15,0,18,35,1
17190,1,34,10,6,23,1,15,0,18,35,2
17191,0,34,10,6,23,1,15,0,6,23,3
17193,0,34,10,6,23,1,15,0,12,23,5
17194,0,34,10,6,23,1,15,0,18,17,6
17195,1,34,10,6,23,1,15,0,6,35,7
17197,1,34,10,6,23,1,15,0,12,29,9
17199,1,34,10,6,23,1,15,0,12,35,11
17202,1,34,10,6,23,1,15,0,6,29,14
17204,1,34,10,6,23,1,15,0,6,29,16
17207,1,34,10,6,23,1,15,0,6,35,19
17209,1,34,10,6,23,1,15,0,12,29,21
17211,1,34,10,6,23,1,15,0,12,35,23
17212,1,34,10,6,23,1,15,0,18,35,24
17214,1,34,10,6,23,1,15,0,12,35,26
17220,1,35,0,3,28,1,12,15,6,31,0
17221,1,35,0,3,28,1,12,15,6,31,1
17222,1,35,0,3,28,1,12,15,3,34,2
17224,0,35,0,3,28,1,12,15,6,28,4
17225,1,35,0,3,28,1,12,15,3,31,5
17226,0,35,0,3,28,1,12,15,6,28,6
17228,0,35,0,3,28,1,12,15,3,31,8
17229,1,35,0,3,28,1,12,15,6,34,9
17230,1,35,0,3,28,1,12,15,3,31,10
17253,1,35,0,3,28,1,12,15,6,31,13
17256,1,35,0,3,28,1,12,15,9,34,16
17257,1,35,0,3,28,1,12,15,9,34,17
17258,0,35,0,3,28,1,12,15,3,31,18
17260,0,35,0,3,28,1,12,15,3,31,20
17261,1,35,0,3,28,1,12,15,3,28,21
17263,0,35,0,3,28,1,12,15,3,31,23
17266,1,35,0,3,28,1,12,15,3,28,26
17273,1,35,1,6,23,0,18,0,6,35,1
17274,1,35,1,6,23,0,18,0,6,23,2
17276,1,35,1,6,23,0,18,0,6,29,4
17277,1,35,1,6,23,0,18,0,18,35,5
17278,1,35,1,6,23,0,18,0,12,35,6
17279,0,35,1,6,23,0,18,0,6,23,7
17281,1,35,1,6,23,0,18,0,12,35,9
17282,1,35,1,6,23,0,18,0,12,29,10
17285,1,35,1,6,23,0,18,0,6,29,13
17286,1,35,1,6,23,0,18,0,6,29,14
17287,0,35,1,6,23,0,18,0,6,17,15
17297,1,35,1,6,23,0,18,0,18,35,20
17298,1,35,1,6,23,0,18,0,12,35,21
17299,1,35,1,6,23,0,18,0,18,35,22
17302,1,35,1,6,23,0,18,0,12,35,25
17303,1,35,1,6,23,0,18,0,12,29,26
17309,0,35,2,3,18,0,9,10,6,18,0
17310,0,35,2,3,18,0,9,10,9,15,1
17311,1,35,2,3,18,0,9,10,3,24,2
17313,1,35,2,3,18,0,9,10,6,21,4
17314,1,35,2,3,18,0,9,10,6,24,5
17315,1,35,2,3,18,0,9,10,6,21,6
17316,1,35,2,3,18,0,9,10,6,24,7
17334,1,35,2,3,18,0,9,10,6,21,10
17336,1,35,2,3,18,0,9,10,6,21,12
17337,1,35,2,3,18,0,9,10,3,21,13
17339,0,35,2,3,18,0,9,10,3,21,15
17340,1,35,2,3,18,0,9,10,6,24,16
17343,0,35,2,3,18,0,9,10,3,21,19
17344,1,35,2,3,18,0,9,10,3,21,20
17346,1,35,2,3,18,0,9,10,6,24,22
17347,1,35,2,3,18,0,9,10,9,24,23
17348,1,35,2,3,18,0,9,10,9,24,24
17349,1,35,2,3,18,0,9,10,9,24,25
17356,1,35,3,6,28,1,15,5,12,34,0
17357,0,35,3,6,28,1,15,5,6,22,1
17358,0,35,3,6,28,1,15,5,12,28,2
17359,0,35,3,6,28,1,15,5,12,22,3
17361,1,35,3,6,28,1,15,5,18,40,5
17363,1,35,3,6,28,1,15,5,6,40,7
17364,1,35,3,6,28,1,15,5,12,34,8
17365,1,35,3,6,28,1,15,5,18,40,9
17367,1,35,3,6,28,1,15,5,6,28,11
17370,1,35,3,6,28,1,15,5,12,40,14
17378,1,35,3,6,28,1,15,5,6,28,17
17379,1,35,3,6,28,1,15,5,6,28,18
17380,1,35,3,6,28,1,15,5,6,28,19
17383,1,35,3,6,28,1,15,5,6,40,22
17384,1,35,3,6,28,1,15,5,12,34,23
17387,1,35,3,6,28,1,15,5,6,28,26
17393,0,35,4,6,23,0,12,15,6,29,0
17394,1,35,4,6,23,0,12,15,6,29,1
17395,0,35,4,6,23,0,12,15,12,17,2
17396,1,35,4,6,23,0,12,15,18,35,3
17397,0,35,4,6,23,0,12,15,6,23,4
17399,1,35,4,6,23,0,12,15,6,35,6
17400,0,35,4,6,23,0,12,15,12,17,7
17402,1,35,4,6,23,0,12,15,12,29,9
17403,1,35,4,6,23,0,12,15,6,35,10
17422,1,35,4,6,23,0,12,15,6,35,14
17423,1,35,4,6,23,0,12,15,6,35,15
17424,1,35,4,6,23,0,12,15,12,29,16
17426,0,35,4,6,23,0,12,15,6,17,18
17428,1,35,4,6,23,0,12,15,6,29,20
17429,1,35,4,6,23,0,12,15,12,29,21
17431,1,35,4,6,23,0,12,15,6,23,23
17433,1,35,4,6,23,0,12,15,12,35,25
17434,1,35,4,6,23,0,12,15,6,29,26
17440,1,35,5,3,18,1,12,5,6,21,0
17441,0,35,5,3,18,1,12,5,3,15,1
17442,0,35,5,3,18,1,12,5,6,15,2
17443,0,35,5,3,18,1,12,5,6,18,3
17444,1,35,5,3,18,1,12,5,9,24,4
17447,1,35,5,3,18,1,12,5,9,24,7
17448,1,35,5,3,18,1,12,5,6,21,8
17451,1,35,5,3,18,1,12,5,3,24,11
17468,1,35,5,3,18,1,12,5,6,21,13
17470,1,35,5,3,18,1,12,5,6,21,15
17472,0,35,5,3,18,1,12,5,3,15,17
17474,1,35,5,3,18,1,12,5,9,24,19
17475,1,35,5,3,18,1,12,5,3,18,20
17476,1,35,5,3,18,1,12,5,6,24,21
17477,1,35,5,3,18,1,12,5,6,21,22
17480,1,35,5,3,18,1,12,5,6,24,25
17481,1,35,5,3,18,1,12,5,9,24,26
17487,1,35,6,6,28,0,9,15,6,40,0
17488,0,35,6,6,28,0,9,15,18,22,1
17489,1,35,6,6,28,0,9,15,6,28,2
17490,1,35,6,6,28,0,9,15,12,40,3
17492,0,35,6,6,28,0,9,15,6,34,5
17493,1,35,6,6,28,0,9,15,6,34,6
17522,1,35,6,6,28,0,9,15,18,40,10
17525,1,35,6,6,28,0,9,15,18,40,13
17526,0,35,6,6,28,0,9,15,6,34,14
17527,1,35,6,6,28,0,9,15,6,28,15
17528,1,35,6,6,28,0,9,15,12,40,16
17530,1,35,6,6,28,0,9,15,18,40,18
17532,0,35,6,6,28,0,9,15,6,34,20
17533,1,35,6,6,28,0,9,15,12,40,21
17534,1,35,6,6,28,0,9,15,18,40,22
17537,1,35,6,6,28,0,9,15,12,34,25
17538,1,35,6,6,28,0,9,15,12,34,26
17544,1,35,7,3,23,1,15,10,6,29,0
17545,0,35,7,3,23,1,15,10,6,20,1
17546,1,35,7,3,23,1,15,10,3,26,2
17547,0,35,7,3,23,1,15,10,6,23,3
17548,1,35,7,3,23,1,15,10,3,23,4
17550,1,35,7,3,23,1,15,10,3,29,6
17552,1,35,7,3,23,1,15,10,3,23,8
17553,1,35,7,3,23,1,15,10,6,29,9
17555,1,35,7,3,23,1,15,10,6,29,11
17556,1,35,7,3,23,1,15,10,6,26,12
17557,0,35,7,3,23,1,15,10,9,20,13
17581,0,35,7,3,23,1,15,10,3,23,17
17582,0,35,7,3,23,1,15,10,3,23,18
17583,1,35,7,3,23,1,15,10,3,29,19
17586,1,35,7,3,23,1,15,10,3,29,22
17587,1,35,7,3,23,1,15,10,9,29,23
17590,0,35,7,3,23,1,15,10,3,20,26
17596,1,35,8,3,18,1,15,5,3,18,0
17597,1,35,8,3,18,1,15,5,6,21,1
17598,1,35,8,3,18,1,15,5,6,24,2
17601,1,35,8,3,18,1,15,5,3,24,5
17602,0,35,8,3,18,1,15,5,3,21,6
17603,1,35,8,3,18,1,15,5,9,24,7
17605,1,35,8,3,18,1,15,5,6,21,9
17607,1,35,8,3,18,1,15,5,3,18,11
17608,1,35,8,3,18,1,15,5,6,21,12
17622,0,35,8,3,18,1,15,5,9,15,16
17624,1,35,8,3,18,1,15,5,3,18,18
17625,0,35,8,3,18,1,15,5,6,18,19
17628,0,35,8,3,18,1,15,5,9,15,22
17629,1,35,8,3,18,1,15,5,3,18,23
17630,0,35,8,3,18,1,15,5,3,18,24
17631,1,35,8,3,18,1,15,5,6,21,25
17638,1,35,9,6,28,0,9,10,6,40,0
17639,0,35,9,6,28,0,9,10,6,34,1
17640,1,35,9,6,28,0,9,10,6,34,2
17642,0,35,9,6,28,0,9,10,6,22,4
17643,1,35,9,6,28,0,9,10,12,34,5
17644,1,35,9,6,28,0,9,10,18,40,6
17645,1,35,9,6,28,0,9,10,6,28,7
17658,1,35,9,6,28,0,9,10,6,34,10
17661,0,35,9,6,28,0,9,10,6,28,13
17664,1,35,9,6,28,0,9,10,12,34,16
17665,1,35,9,6,28,0,9,10,12,34,17
17666,1,35,9,6,28,0,9,10,6,40,18
17668,1,35,9,6,28,0,9,10,6,40,20
17670,0,35,9,6,28,0,9,10,6,34,22
17671,1,35,9,6,28,0,9,10,12,40,23
17673,1,35,9,6,28,0,9,10,6,40,25
17674,1,35,9,6,28,0,9,10,12,40,26
17680,0,35,10,3,23,1,18,0,3,20,0
17681,0,35,10,3,23,1,18,0,3,23,1
17682,0,35,10,3,23,1,18,0,6,23,2
17684,1,35,10,3,23,1,18,0,3,29,4
17685,1,35,10,3,23,1,18,0,3,23,5
17686,1,35,10,3,23,1,18,0,3,26,6
17688,1,35,10,3,23,1,18,0,6,29,8
17690,1,35,10,3,23,1,18,0,6,26,10
17691,0,35,10,3,23,1,18,0,3,26,11
17692,1,35,10,3,23,1,18,0,3,23,12
17694,1,35,10,3,23,1,18,0,3,26,14
17695,1,35,10,3,23,1,18,0,3,23,15
17697,1,35,10,3,23,1,18,0,9,29,17
17700,1,35,10,3,23,1,18,0,6,29,20
17703,1,35,10,3,23,1,18,0,6,29,23
17704,0,35,10,3,23,1,18,0,3,26,24
17712,1,36,0,3,18,1,12,15,3,18,0
17713,1,36,0,3,18,1,12,15,6,21,1
17714,0,36,0,3,18,1,12,15,3,21,2
17716,1,36,0,3,18,1,12,15,3,24,4
17717,0,36,0,3,18,1,12,15,3,18,5
17718,0,36,0,3,18,1,12,15,6,15,6
